PPAHlN	4	2	198	PAHlN	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
PPAHhN	4	2	166	PAHhN	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
PPSYR	4	2	186	PSYR	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
PGHDPerox	4	2	174	GHDPerox	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiA2D	4	2	372	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiA1D	4	2	340	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiA0D	4	2	336	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiMT	4	2	455.6	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiPER	4	2	562.8	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiDER	4	2	455.6	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoBiMGA	4	2	402	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoAnBlP	4	3	559.45	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoAnBmP	4	3	509.2	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiBlP	4	3	596	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiBmP	4	3	472	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiNGA	4	3	552.75	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiNIT3	4	3	911.2	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiNIT	4	3	430	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoAnClP	4	3	559.45	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoSOAlP	4	3	784	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoSOAmP	4	3	784	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoSOAhP	4	3	784	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoMonomer	4	3	556	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHO	-	0.	0.	0.	0.
POligoBiA3D	4	2	683.4	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoACIDMAL	4	2	529.3	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoDHMB	4	2	515.9	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoPAHlN	4	2	663.3	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoPAHhN	4	2	556.1	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoPSYR	4	2	623.1	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
POligoGHDPerox	4	2	582.9	--	687.d0	8.39d0	30.D-03	1.0	1.30D-06	0	HPHI	-	0.	0.	0.	0.
PH2O	9    0	        18.0 	--           1.000D10        1.000D10        0.d0      1.0    1.00D-06      0           BOTH          -       0.         0.     0.      0. 
