#Name       Type group ID	  MW    Precursor    coll_fac        mole_diam       surf_tens accomod  mass_dens  non-volatile  partitioning       smiles  psat_torr     dHvap    Henry    Tref
PSOAhP	    4    3	       392.0    SOAhP        687.d0          8.39d0          30.D-03   1.0      1.30D-06	      0            --            -          0.        0.      0.      0.
PPOAlP	    4    3	       280.0	POAlP        687.d0          8.39d0          30.D-03   1.0      1.30D-06	      0            --            -          0.        0.      0.      0.
PPOAmP      4    3	       280.0    POAmP        687.d0          8.39d0          30.D-03   1.0      1.30D-06	      0            --            -          0.        0.      0.      0.
PPOAhP	    4    3	       280.0    POAhP        687.d0          8.39d0          30.D-03   1.0      1.30D-06	      0            --            -          0.        0.      0.      0.
PP02000     4    1	       121.0	P02000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDK3000     4    1	        72.0	DK3000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFURON	    4    1	        84.0	FURON        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD4000     4    1	        84.0	UD4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDD3001     4    1	        58.0	DD3001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMALAHY     4    1	        98.0	MALAHY       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMFUR	    4    1	        98.0	MFUR         687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD5000     4    1	        98.0	UD5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD5001     4    1	        98.0	UD5001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0010     4    1	       100.0	AR0010       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDK4000     4    1	       102.0	DK4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0088     4    1	       108.0	AR0088       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0043     4    1	       110.0	AR0043       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU5002     4    1	       114.0	AU5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPU5000     4    1	       175.0	PU5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPU5001     4    1	       175.0	PU5001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPU5002     4    1	       175.0	PU5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0130     4    1	       183.0	AR0130       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0127     4    1	       122.0	AR0127       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPK5001     4    1	       207.0	PK5001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPP4004     4    1	       270.0	PP4004       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0134     4    1	       148.0	AR0134       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0144     4    1	       140.0	AR0144       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0087     4    1	       140.0	AR0087       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0027     4    1	       139.0	AR0027       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0093     4    1	       203.0	AR0093       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPK5003     4    1	       223.0	PK5003       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0113     4    1	       153.0	AR0113       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0090     4    1	       153.0	AR0090       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0104     4    1	       156.0	AR0104       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0105     4    1	       217.0	AR0105       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0109     4    1	       219.0	AR0109       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0128     4    1	       169.0	AR0128       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0124     4    1	       172.0	AR0124       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPH5002     4    1	       225.0	PH5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0110     4    1	       190.0	AR0110       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0048     4    1	       134.0	AR0048       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0115     4    1	       190.0	AR0115       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0153     4    1	       251.0	AR0153       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0094     4    1	       174.0	AR0094       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPH5004     4    1	       241.0	PH5004       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPP4000     4    1	       272.0	PP4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PPH5000     4    1	       225.0	PH5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PGH5002     4    1	       180.0	GH5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PNTOL       4    1             137.1    NTOL         687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD5002     4    1             114.1    UD5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU5000     4    1             114.1    AU5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU4000     4    1             100.1    AU4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAD2000     4    1              74.1    AD2000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0140OOH  4    1             172.1	AR0140OOH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMBQN1K1OH  4    1             154.1	MBQN1K1OH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PC73K1OHOOH 4    1             188.1    C73K1OHOOH   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDD5002     4    1             130.1    DD5002       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMBQN1OH    4    1             138.1    MBQN1OH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL3OH     4    1             140.1    TOL3OH       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMBQN2OH    4    1             154.1    MBQN2OH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL4OH     4    1             156.1    TOL4OH       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMBQN3OH    4    1             170.1    MBQN3OH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL5OH     4    1             172.1    TOL5OH       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL3OH1NO2 4    1             185.1    TOL3OH1NO2   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL2OHOOH  4    1             156.1	TOL2OHOOH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL4OH1NO2 4    1             201.1    TOL4OH1NO2   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PTOL3OHOOH  4    1             172.1	TOL3OHOOH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PBTOL3OHOOH 4    1             206.1    BTOL3OHOOH   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAD5000     4    1             130.1    AD5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDK5000     4    1             130.1    DK5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAD4000     4    1             116.1    AD4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAA2000     4    1              90.1    AA2000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PBTOL4OHOOH 4    1             222.1    BTOL4OHOOH   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAD4001     4    1             132.1    AD4001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAK5000     4    1             146.1    AK5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PBTOL5OHOOH 4    1             238.1    BTOL5OHOOH   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAA4000     4    1             148.1    AA4000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD6000     4    1             128.1    UD6000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUD7000     4    1             156.1    UD7000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0132     4    1             122.1    AR0132       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PBZALDOH    4    1             122.1    BZALDOH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PMe6Cy1U3K  4    1             138.1    Me6Cy1U3K    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFURR3      4    1              96.1    FURR3        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFURR5      4    1             110.1    FURR5        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU6000     4    1             142.1    AU6000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDD3000     4    1              88.1    DD3000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PDK4001     4    1             100.1    DK4001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU7000     4    1             172.1    AU7000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PUU7000     4    1             124.2    UU7000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAK3000     4    1              88.1    AK3000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFURR6      4    1             112.1    FURR6        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFUROH      4    1             126.1    FUROH        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PA02000     4    1              60.1    A02000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM1O      4    1             188.1    HOM1O        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM1ONO2   4    1             235.1    HOM1ONO2     687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM1OOH    4    1             206.1    HOM1OOH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM2O      4    1             220.1    HOM2O        687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM2ONO2   4    1             267.1    HOM2ONO2     687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHOM2OOH    4    1             238.1    HOM2OOH      687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PFURR6OHOOH 4    1             162.1    FURR6OHOOH   687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAU50DN     4    1             159.1    AU50DN       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PAR0138     4    1             198.1    AR0138       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PHD2000     4    1              76.1    HD2000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PED5000     4    1             130.1    ED5000       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PED5000OOH  4    1             162.1    ED5000OOH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PED5002OOH  4    1             134.1    ED5002OOH    687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PED4001     4    1             116.1    ED4001       687.d0          8.39d0          30.D-03   0.7      1.30D-06	      0            --            -          0.        0.      0.      0.
PIRDK3000   4    1              72.0    IRDK3000     687.d0          8.39d0          30.D-03   1.0      1.30D-06              1            --            -          0.        0.      0.      0.
PH2O	    9    0              18.0 	--           1.000D10        1.000D10        0.d0      1.0      1.00D-06	      0            --            -          0.        0.      0.      0.
